Tiempo	Evento	ID	Pos_X	Pos_Y
710.3	Movimiento	1	532.24	130.88
710.4	Movimiento	0	155.12	100.384
710.4	Movimiento	1	532	132.16
710.5	Movimiento	0	156.16	100.64
710.5	Movimiento	1	531.76	133.44
710.6	Movimiento	0	157.2	100.896
710.6	Movimiento	1	531.52	134.72
710.7	Movimiento	0	158.24	101.152
710.7	Movimiento	1	531.28	136
710.8	Movimiento	0	159.28	101.408
710.8	Movimiento	1	531.04	137.28
710.9	Movimiento	0	160.32	101.664
710.9	Movimiento	1	530.8	138.56
711	Movimiento	0	161.36	101.92
711	Movimiento	1	530.56	139.84
711.1	Movimiento	0	162.4	102.176
711.1	Movimiento	1	530.32	141.12
711.2	Movimiento	0	163.44	102.432
711.2	Movimiento	1	530.08	142.4
711.3	Movimiento	0	164.48	102.688
711.3	Movimiento	1	529.84	143.68
711.4	Movimiento	0	165.52	102.944
711.4	Movimiento	1	529.6	144.96
711.5	Movimiento	0	166.56	103.2
711.5	Movimiento	1	529.36	146.24
711.6	Movimiento	0	167.6	103.456
711.6	Movimiento	1	529.12	147.52
711.7	Movimiento	0	168.64	103.712
711.7	Movimiento	1	528.88	148.8
711.8	Movimiento	0	169.68	103.968
711.8	Movimiento	1	528.64	150.08
711.9	Movimiento	0	170.72	104.224
711.9	Movimiento	1	528.4	151.36
712	Movimiento	0	171.76	104.48
712	Movimiento	1	528.16	152.64
712.1	Movimiento	0	172.8	104.736
712.1	Movimiento	1	527.92	153.92
712.2	Movimiento	0	173.84	104.992
712.2	Movimiento	1	527.68	155.2
712.3	Movimiento	0	174.88	105.248
712.3	Movimiento	1	527.44	156.48
712.4	Movimiento	0	175.92	105.504
712.4	Movimiento	1	527.2	157.76
712.5	Movimiento	0	176.96	105.76
712.5	Movimiento	1	526.96	159.04
712.6	Movimiento	0	178	106.016
712.6	Movimiento	1	526.72	160.32
712.7	Movimiento	0	179.04	106.272
712.7	Movimiento	1	526.48	161.6
712.8	Movimiento	0	180.08	106.528
712.8	Movimiento	1	526.24	162.88
712.9	Movimiento	0	181.12	106.784
712.9	Movimiento	1	526	164.16
713	Movimiento	0	182.16	107.04
713	Movimiento	1	525.76	165.44
713.1	Movimiento	0	183.2	107.296
713.1	Movimiento	1	525.52	166.72
713.2	Movimiento	0	184.24	107.552
713.2	Movimiento	1	525.28	168
713.3	Movimiento	0	185.28	107.808
713.3	Movimiento	1	525.04	169.28
713.4	Movimiento	0	186.32	108.064
713.4	Movimiento	1	524.8	170.56
713.5	Movimiento	0	187.36	108.32
713.5	Movimiento	1	524.56	171.84
713.6	Movimiento	0	188.4	108.576
713.6	Movimiento	1	524.32	173.12
713.7	Movimiento	0	189.44	108.832
713.7	Movimiento	1	524.08	174.4
713.8	Movimiento	0	190.48	109.088
713.8	Movimiento	1	523.84	175.68
713.9	Movimiento	0	191.52	109.344
713.9	Movimiento	1	523.6	176.96
714	Movimiento	0	192.56	109.6
714	Movimiento	1	523.36	178.24
714.1	Movimiento	0	193.6	109.856
714.1	Movimiento	1	523.12	179.52
714.2	Movimiento	0	194.64	110.112
714.2	Movimiento	1	522.88	180.8
714.3	Movimiento	0	195.68	110.368
714.3	Movimiento	1	522.64	182.08
714.4	Movimiento	0	196.72	110.624
714.4	Movimiento	1	522.4	183.36
714.5	Movimiento	0	197.76	110.88
714.5	Movimiento	1	522.16	184.64
714.6	Movimiento	0	198.8	111.136
714.6	Movimiento	1	521.92	185.92
714.7	Movimiento	0	199.84	111.392
714.7	Movimiento	1	521.68	187.2
714.8	Movimiento	0	200.88	111.648
714.8	Movimiento	1	521.44	188.48
714.9	Movimiento	0	201.92	111.904
714.9	Movimiento	1	521.2	189.76
715	Movimiento	0	202.96	112.16
715	Movimiento	1	520.96	191.04
715.1	Movimiento	0	204	112.416
715.1	Movimiento	1	520.72	192.32
715.2	Movimiento	0	205.04	112.672
715.2	Movimiento	1	520.48	193.6
715.3	Movimiento	0	206.08	112.928
715.3	Movimiento	1	520.24	194.88
715.4	Movimiento	0	207.12	113.184
715.4	Movimiento	1	520	196.16
715.5	Movimiento	0	208.16	113.44
715.5	Movimiento	1	519.76	197.44
715.6	Movimiento	0	209.2	113.696
715.6	Movimiento	1	519.52	198.72
715.7	Movimiento	0	210.24	113.952
715.7	Movimiento	1	519.28	200
715.8	Movimiento	0	211.28	114.208
715.8	Movimiento	1	519.04	201.28
715.9	Movimiento	0	212.32	114.464
715.9	Movimiento	1	518.8	202.56
716	Movimiento	0	213.36	114.72
716	Movimiento	1	518.56	203.84
716.1	Movimiento	0	214.4	114.976
716.1	Movimiento	1	518.32	205.12
716.2	Movimiento	0	215.44	115.232
716.2	Movimiento	1	518.08	206.4
716.3	Movimiento	0	216.48	115.488
716.3	Movimiento	1	517.84	207.68
716.4	Movimiento	0	217.52	115.744
716.4	Movimiento	1	517.6	208.96
716.5	Movimiento	0	218.56	116
716.5	Movimiento	1	517.36	210.24
716.6	Movimiento	0	219.6	116.256
716.6	Movimiento	1	517.12	211.52
716.7	Movimiento	0	220.64	116.512
716.7	Movimiento	1	516.88	212.8
716.8	Movimiento	0	221.68	116.768
716.8	Movimiento	1	516.64	214.08
716.9	Movimiento	0	222.72	117.024
716.9	Movimiento	1	516.4	215.36
717	Movimiento	0	223.76	117.28
717	Movimiento	1	516.16	216.64
717.1	Movimiento	0	224.8	117.536
717.1	Movimiento	1	515.92	217.92
717.2	Movimiento	0	225.84	117.792
717.2	Movimiento	1	515.68	219.2
717.3	Movimiento	0	226.88	118.048
717.3	Movimiento	1	515.44	220.48
717.4	Movimiento	0	227.92	118.304
717.4	Movimiento	1	515.2	221.76
717.5	Movimiento	0	228.96	118.56
717.5	Movimiento	1	514.96	223.04
717.6	Movimiento	0	230	118.816
717.6	Movimiento	1	514.72	224.32
717.7	Movimiento	0	231.04	119.072
717.7	Movimiento	1	514.48	225.6
717.8	Movimiento	0	232.08	119.328
717.8	Movimiento	1	514.24	226.88
717.9	Movimiento	0	233.12	119.584
717.9	Movimiento	1	514	228.16
718	Movimiento	0	234.16	119.84
718	Movimiento	1	513.76	229.44
718.1	Movimiento	0	235.2	120.096
718.1	Movimiento	1	513.52	230.72
718.2	Movimiento	0	236.24	120.352
718.2	Movimiento	1	513.28	232
718.3	Movimiento	0	237.28	120.608
718.3	Movimiento	1	513.04	233.28
718.4	Movimiento	0	238.32	120.864
718.4	Movimiento	1	512.8	234.56
718.5	Movimiento	0	239.36	121.12
718.5	Movimiento	1	512.56	235.84
718.6	Movimiento	0	240.4	121.376
718.6	Movimiento	1	512.32	237.12
718.7	Movimiento	0	241.44	121.632
718.7	Movimiento	1	512.08	238.4
718.8	Movimiento	0	242.48	121.888
718.8	Movimiento	1	511.84	239.68
718.9	Movimiento	0	243.52	122.144
718.9	Movimiento	1	511.6	240.96
719	Movimiento	0	244.56	122.4
719	Movimiento	1	511.36	242.24
719.1	Movimiento	0	245.6	122.656
719.1	Movimiento	1	511.12	243.52
719.2	Movimiento	0	246.64	122.912
719.2	Movimiento	1	510.88	244.8
719.3	Movimiento	0	247.68	123.168
719.3	Movimiento	1	510.64	246.08
719.4	Movimiento	0	248.72	123.424
719.4	Movimiento	1	510.4	247.36
719.5	Movimiento	0	249.76	123.68
719.5	Movimiento	1	510.16	248.64
719.6	Movimiento	0	250.8	123.936
719.6	Movimiento	1	509.92	249.92
719.7	Movimiento	0	251.84	124.192
719.7	Movimiento	1	509.68	251.2
719.8	Movimiento	0	252.88	124.448
719.8	Movimiento	1	509.44	252.48
719.9	Movimiento	0	253.92	124.704
719.9	Movimiento	1	509.2	253.76
720	Movimiento	0	254.96	124.96
720	Movimiento	1	508.96	255.04
720.1	Movimiento	0	256	125.216
720.1	Movimiento	1	508.72	256.32
720.2	Movimiento	0	257.04	125.472
720.2	Movimiento	1	508.48	257.6
720.3	Movimiento	0	258.08	125.728
720.3	Movimiento	1	508.24	258.88
720.4	Movimiento	0	259.12	125.984
720.4	Movimiento	1	508	260.16
720.5	Movimiento	0	260.16	126.24
720.5	Movimiento	1	507.76	261.44
720.6	Movimiento	0	261.2	126.496
720.6	Movimiento	1	507.52	262.72
720.7	Movimiento	0	262.24	126.752
720.7	Movimiento	1	507.28	264
720.8	Movimiento	0	263.28	127.008
720.8	Movimiento	1	507.04	265.28
720.9	Movimiento	0	264.32	127.264
720.9	Movimiento	1	506.8	266.56
721	Movimiento	0	265.36	127.52
721	Movimiento	1	506.56	267.84
721.1	Movimiento	0	266.4	127.776
721.1	Movimiento	1	506.32	269.12
721.2	Movimiento	0	267.44	128.032
721.2	Movimiento	1	506.08	270.4
721.3	Movimiento	0	268.48	128.288
721.3	Movimiento	1	505.84	271.68
721.4	Movimiento	0	269.52	128.544
721.4	Movimiento	1	505.6	272.96
721.5	Movimiento	0	270.56	128.8
721.5	Movimiento	1	505.36	274.24
721.6	Movimiento	0	271.6	129.056
721.6	Movimiento	1	505.12	275.52
721.7	Movimiento	0	272.64	129.312
721.7	Movimiento	1	504.88	276.8
721.8	Movimiento	0	273.68	129.568
721.8	Movimiento	1	504.64	278.08
721.9	Movimiento	0	274.72	129.824
721.9	Movimiento	1	504.4	279.36
722	Movimiento	0	275.76	130.08
722	Movimiento	1	504.16	280.64
722.1	Movimiento	0	276.8	130.336
722.1	Movimiento	1	503.92	281.92
722.2	Movimiento	0	277.84	130.592
722.2	Movimiento	1	503.68	283.2
722.3	Movimiento	0	278.88	130.848
722.3	Movimiento	1	503.44	284.48
722.4	Movimiento	0	279.92	131.104
722.4	Movimiento	1	503.2	285.76
722.5	Movimiento	0	280.96	131.36
722.5	Movimiento	1	502.96	287.04
722.6	Movimiento	0	282	131.616
722.6	Movimiento	1	502.72	288.32
722.7	Movimiento	0	283.04	131.872
722.7	Movimiento	1	502.48	289.6
722.8	Movimiento	0	284.08	132.128
722.8	Movimiento	1	502.24	290.88
722.9	Movimiento	0	285.12	132.384
722.9	Movimiento	1	502	292.16
723	Movimiento	0	286.16	132.64
723	Movimiento	1	501.76	293.44
723.1	Movimiento	0	287.2	132.896
723.1	Movimiento	1	501.52	294.72
723.2	Movimiento	0	288.24	133.152
723.2	Movimiento	1	501.28	296
723.3	Movimiento	0	289.28	133.408
723.3	Movimiento	1	501.04	297.28
723.4	Movimiento	0	290.32	133.664
723.4	Movimiento	1	500.8	298.56
723.5	Movimiento	0	291.36	133.92
723.5	Movimiento	1	500.56	299.84
723.6	Movimiento	0	292.4	134.176
723.6	Movimiento	1	500.32	301.12
723.7	Movimiento	0	293.44	134.432
723.7	Movimiento	1	500.08	302.4
723.8	Movimiento	0	294.48	134.688
723.8	Movimiento	1	499.84	303.68
723.9	Movimiento	0	295.52	134.944
723.9	Movimiento	1	499.6	304.96
724	Movimiento	0	296.56	135.2
724	Movimiento	1	499.36	306.24
724.1	Movimiento	0	297.6	135.456
724.1	Movimiento	1	499.12	307.52
724.2	Movimiento	0	298.64	135.712
724.2	Movimiento	1	498.88	308.8
724.3	Movimiento	0	299.68	135.968
724.3	Movimiento	1	498.64	310.08
724.4	Movimiento	0	300.72	136.224
724.4	Movimiento	1	498.4	311.36
724.5	Movimiento	0	301.76	136.48
724.5	Movimiento	1	498.16	312.64
724.6	Movimiento	0	302.8	136.736
724.6	Movimiento	1	497.92	313.92
724.7	Movimiento	0	303.84	136.992
724.7	Movimiento	1	497.68	315.2
724.8	Movimiento	0	304.88	137.248
724.8	Movimiento	1	497.44	316.48
724.9	Movimiento	0	305.92	137.504
724.9	Movimiento	1	497.2	317.76
725	Movimiento	0	306.96	137.76
725	Movimiento	1	496.96	319.04
725.1	Movimiento	0	308	138.016
725.1	Movimiento	1	496.72	320.32
725.2	Movimiento	0	309.04	138.272
725.2	Movimiento	1	496.48	321.6
725.3	Movimiento	0	310.08	138.528
725.3	Movimiento	1	496.24	322.88
725.4	Movimiento	0	311.12	138.784
725.4	Movimiento	1	496	324.16
725.5	Movimiento	0	312.16	139.04
725.5	Movimiento	1	495.76	325.44
725.6	Movimiento	0	313.2	139.296
725.6	Movimiento	1	495.52	326.72
725.7	Movimiento	0	314.24	139.552
725.7	Movimiento	1	495.28	328
725.8	Movimiento	0	315.28	139.808
725.8	Movimiento	1	495.04	329.28
725.9	Movimiento	0	316.32	140.064
725.9	Movimiento	1	494.8	330.56
726	Movimiento	0	317.36	140.32
726	Movimiento	1	494.56	331.84
726.1	Movimiento	0	318.4	140.576
726.1	Movimiento	1	494.32	333.12
726.2	Movimiento	0	319.44	140.832
726.2	Movimiento	1	494.08	334.4
726.3	Movimiento	0	320.48	141.088
726.3	Movimiento	1	493.84	335.68
726.4	Movimiento	0	321.52	141.344
726.4	Movimiento	1	493.6	336.96
726.5	Movimiento	0	322.56	141.6
726.5	Movimiento	1	493.36	338.24
726.6	Movimiento	0	323.6	141.856
726.6	Movimiento	1	493.12	339.52
726.7	Movimiento	0	324.64	142.112
726.7	Movimiento	1	492.88	340.8
726.8	Movimiento	0	325.68	142.368
726.8	Movimiento	1	492.64	342.08
726.9	Movimiento	0	326.72	142.624
726.9	Movimiento	1	492.4	343.36
727	Movimiento	0	327.76	142.88
727	Movimiento	1	492.16	344.64
727.1	Movimiento	0	328.8	143.136
727.1	Movimiento	1	491.92	345.92
727.2	Movimiento	0	329.84	143.392
727.2	Movimiento	1	491.68	347.2
727.3	Movimiento	0	330.88	143.648
727.3	Movimiento	1	491.44	348.48
727.4	Movimiento	0	331.92	143.904
727.4	Movimiento	1	491.2	349.76
727.5	Movimiento	0	332.96	144.16
727.5	Movimiento	1	490.96	351.04
727.6	Movimiento	0	334	144.416
727.6	Movimiento	1	490.72	352.32
727.7	Movimiento	0	335.04	144.672
727.7	Movimiento	1	490.48	353.6
727.8	Movimiento	0	336.08	144.928
727.8	Movimiento	1	490.24	354.88
727.9	Movimiento	0	337.12	145.184
727.9	Movimiento	1	490	356.16
728	Movimiento	0	338.16	145.44
728	Movimiento	1	489.76	357.44
728.1	Movimiento	0	339.2	145.696
728.1	Movimiento	1	489.52	358.72
728.2	Movimiento	0	340.24	145.952
728.2	Movimiento	1	489.28	360
728.3	Movimiento	0	341.28	146.208
728.3	Movimiento	1	489.04	361.28
728.4	Movimiento	0	342.32	146.464
728.4	Movimiento	1	488.8	362.56
728.5	Movimiento	0	343.36	146.72
728.5	Movimiento	1	488.56	363.84
728.6	Movimiento	0	344.4	146.976
728.6	Movimiento	1	488.32	365.12
728.7	Movimiento	0	345.44	147.232
728.7	Movimiento	1	488.08	366.4
728.8	Movimiento	0	346.48	147.488
728.8	Movimiento	1	487.84	367.68
728.9	Movimiento	0	347.52	147.744
728.9	Movimiento	1	487.6	368.96
729	Movimiento	0	348.56	148
729	Movimiento	1	487.36	370.24
729.1	Movimiento	0	349.6	148.256
729.1	Movimiento	1	487.12	371.52
729.2	Movimiento	0	350.64	148.512
729.2	Movimiento	1	486.88	372.8
729.3	Movimiento	0	351.68	148.768
729.3	Movimiento	1	486.64	374.08
729.4	Movimiento	0	352.72	149.024
729.4	Movimiento	1	486.4	375.36
729.5	Movimiento	0	353.76	149.28
729.5	Movimiento	1	486.16	376.64
729.6	Movimiento	0	354.8	149.536
729.6	Movimiento	1	485.92	377.92
729.7	Movimiento	0	355.84	149.792
729.7	Movimiento	1	485.68	379.2
729.8	Movimiento	0	356.88	150.048
729.8	Movimiento	1	485.44	380.48
729.9	Movimiento	0	357.92	150.304
729.9	Movimiento	1	485.2	381.76
730	Movimiento	0	358.96	150.56
730	Movimiento	1	484.96	383.04
730.1	Movimiento	0	360	150.816
730.1	Movimiento	1	484.72	384.32
730.2	Movimiento	0	361.04	151.072
730.2	Movimiento	1	484.48	385.6
730.3	Movimiento	0	362.08	151.328
730.3	Movimiento	1	484.24	386.88
730.4	Movimiento	0	363.12	151.584
730.4	Movimiento	1	484	388.16
730.5	Movimiento	0	364.16	151.84
730.5	Movimiento	1	483.76	389.44
730.6	Movimiento	0	365.2	152.096
730.6	Movimiento	1	483.52	390.72
730.7	Movimiento	0	366.24	152.352
730.7	Movimiento	1	483.28	392
730.8	Movimiento	0	367.28	152.608
730.8	Movimiento	1	483.04	393.28
730.9	Movimiento	0	368.32	152.864
730.9	Movimiento	1	482.8	394.56
731	Movimiento	0	369.36	153.12
731	Movimiento	1	482.56	395.84
731.1	Movimiento	0	370.4	153.376
731.1	Movimiento	1	482.32	397.12
731.2	Movimiento	0	371.44	153.632
731.2	Movimiento	1	482.08	398.4
731.3	Movimiento	0	372.48	153.888
731.3	Movimiento	1	481.84	399.68
731.4	Movimiento	0	373.52	154.144
731.4	Movimiento	1	481.6	400.96
731.5	Movimiento	0	374.56	154.4
731.5	Movimiento	1	481.36	402.24
731.6	Movimiento	0	375.6	154.656
731.6	Movimiento	1	481.12	403.52
731.7	Movimiento	0	376.64	154.912
731.7	Movimiento	1	480.88	404.8
731.8	Movimiento	0	377.68	155.168
731.8	Movimiento	1	480.64	406.08
731.9	Movimiento	0	378.72	155.424
731.9	Movimiento	1	480.4	407.36
732	Movimiento	0	379.76	155.68
732	Movimiento	1	480.16	408.64
732.1	Movimiento	0	380.8	155.936
732.1	Movimiento	1	479.92	409.92
732.2	Movimiento	0	381.84	156.192
732.2	Movimiento	1	479.68	411.2
732.3	Movimiento	0	382.88	156.448
732.3	Movimiento	1	479.44	412.48
732.4	Movimiento	0	383.92	156.704
732.4	Movimiento	1	479.2	413.76
732.5	Movimiento	0	384.96	156.96
732.5	Movimiento	1	478.96	415.04
732.6	Movimiento	0	386	157.216
732.6	Movimiento	1	478.72	416.32
732.7	Movimiento	0	387.04	157.472
732.7	Movimiento	1	478.48	417.6
732.8	Movimiento	0	388.08	157.728
732.8	Movimiento	1	478.24	418.88
732.9	Movimiento	0	389.12	157.984
732.9	Movimiento	1	478	420.16
733	Movimiento	0	390.16	158.24
733	Movimiento	1	477.76	421.44
733.1	Movimiento	0	391.2	158.496
733.1	Movimiento	1	477.52	422.72
733.2	Movimiento	0	392.24	158.752
733.2	Movimiento	1	477.28	424
733.3	Movimiento	0	393.28	159.008
733.3	Movimiento	1	477.04	425.28
733.4	Movimiento	0	394.32	159.264
733.4	Movimiento	1	476.8	426.56
733.5	Movimiento	0	395.36	159.52
733.5	Movimiento	1	476.56	427.84
733.6	Movimiento	0	396.4	159.776
733.6	Movimiento	1	476.32	429.12
733.7	Movimiento	0	397.44	160.032
733.7	Movimiento	1	476.08	430.4
733.8	Movimiento	0	398.48	160.288
733.8	Movimiento	1	475.84	431.68
733.9	Movimiento	0	399.52	160.544
733.9	Movimiento	1	475.6	432.96
734	Movimiento	0	400.56	160.8
734	Movimiento	1	475.36	434.24
734.1	Movimiento	0	401.6	161.056
734.1	Movimiento	1	475.12	435.52
734.2	Movimiento	0	402.64	161.312
734.2	Movimiento	1	474.88	436.8
734.3	Movimiento	0	403.68	161.568
734.3	Movimiento	1	474.64	438.08
734.4	Movimiento	0	404.72	161.824
734.4	Movimiento	1	474.4	439.36
734.5	Movimiento	0	405.76	162.08
734.5	Movimiento	1	474.16	440.64
734.6	Movimiento	0	406.8	162.336
734.6	Movimiento	1	473.92	441.92
734.7	Movimiento	0	407.84	162.592
734.7	Movimiento	1	473.68	443.2
734.8	Movimiento	0	408.88	162.848
734.8	Movimiento	1	473.44	444.48
734.9	Movimiento	0	409.92	163.104
734.9	Movimiento	1	473.2	445.76
735	Movimiento	0	410.96	163.36
735	Movimiento	1	472.96	447.04
735.1	Movimiento	0	412	163.616
735.1	Movimiento	1	472.72	448.32
735.2	Movimiento	0	413.04	163.872
735.2	Movimiento	1	472.48	449.6
735.3	Movimiento	0	414.08	164.128
735.3	Movimiento	1	472.24	450.88
735.4	Movimiento	0	415.12	164.384
735.4	Movimiento	1	472	452.16
735.5	Movimiento	0	416.16	164.64
735.5	Movimiento	1	471.76	453.44
735.6	Movimiento	0	417.2	164.896
735.6	Movimiento	1	471.52	454.72
735.7	Movimiento	0	418.24	165.152
735.7	Movimiento	1	471.28	456
735.8	Movimiento	0	419.28	165.408
735.8	Movimiento	1	471.04	457.28
735.9	Movimiento	0	420.32	165.664
735.9	Movimiento	1	470.8	458.56
736	Movimiento	0	421.36	165.92
736	Movimiento	1	470.56	459.84
736.1	Movimiento	0	422.4	166.176
736.1	Movimiento	1	470.32	461.12
736.2	Movimiento	0	423.44	166.432
736.2	Movimiento	1	470.08	462.4
736.3	Movimiento	0	424.48	166.688
736.3	Movimiento	1	469.84	463.68
736.4	Movimiento	0	425.52	166.944
736.4	Movimiento	1	469.6	464.96
736.5	Movimiento	0	426.56	167.2
736.5	Movimiento	1	469.36	466.24
736.6	Movimiento	0	427.6	167.456
736.6	Movimiento	1	469.12	467.52
736.7	Movimiento	0	428.64	167.712
736.7	Movimiento	1	468.88	468.8
736.8	Movimiento	0	429.68	167.968
736.8	Movimiento	1	468.64	470.08
736.9	Movimiento	0	430.72	168.224
736.9	Movimiento	1	468.4	471.36
737	Movimiento	0	431.76	168.48
737	Movimiento	1	468.16	472.64
737.1	Movimiento	0	432.8	168.736
737.1	Movimiento	1	467.92	473.92
737.2	Movimiento	0	433.84	168.992
737.2	Movimiento	1	467.68	475.2
737.3	Movimiento	0	434.88	169.248
737.3	Movimiento	1	467.44	476.48
737.4	Movimiento	0	435.92	169.504
737.4	Movimiento	1	467.2	477.76
737.5	Movimiento	0	436.96	169.76
737.5	Movimiento	1	466.96	479.04
737.6	Movimiento	0	438	170.016
737.6	Movimiento	1	466.72	480.32
737.7	Movimiento	0	439.04	170.272
737.7	Movimiento	1	466.48	481.6
737.8	Movimiento	0	440.08	170.528
737.8	Movimiento	1	466.24	482.88
737.9	Movimiento	0	441.12	170.784
737.9	Movimiento	1	466	484.16
738	Movimiento	0	442.16	171.04
738	Movimiento	1	465.76	485.44
738.1	Movimiento	0	443.2	171.296
738.1	Movimiento	1	465.52	486.72
738.2	Movimiento	0	444.24	171.552
738.2	Movimiento	1	465.28	488
738.3	Movimiento	0	445.28	171.808
738.3	Movimiento	1	465.04	489.28
738.4	Movimiento	0	446.32	172.064
738.4	Movimiento	1	464.8	490.56
738.5	Movimiento	0	447.36	172.32
738.5	Movimiento	1	464.56	491.84
738.6	Movimiento	0	448.4	172.576
738.6	Movimiento	1	464.32	493.12
738.7	Movimiento	0	449.44	172.832
738.7	Movimiento	1	464.08	494.4
738.8	Movimiento	0	450.48	173.088
738.8	Movimiento	1	463.84	495.68
738.9	Movimiento	0	451.52	173.344
738.9	Movimiento	1	463.6	496.96
739	Movimiento	0	452.56	173.6
739	Movimiento	1	463.36	498.24
739.1	Movimiento	0	453.6	173.856
739.1	Movimiento	1	463.12	499.52
739.2	Movimiento	0	454.64	174.112
739.2	Movimiento	1	462.88	500.8
739.3	Movimiento	0	455.68	174.368
739.3	Movimiento	1	462.64	502.08
739.4	Movimiento	0	456.72	174.624
739.4	Movimiento	1	462.4	503.36
739.5	Movimiento	0	457.76	174.88
739.5	Movimiento	1	462.16	504.64
739.6	Movimiento	0	458.8	175.136
739.6	Movimiento	1	461.92	505.92
739.7	Movimiento	0	459.84	175.392
739.7	Movimiento	1	461.68	507.2
739.8	Movimiento	0	460.88	175.648
739.8	Movimiento	1	461.44	508.48
739.9	Movimiento	0	461.92	175.904
739.9	Movimiento	1	461.2	509.76
740	Movimiento	0	462.96	176.16
740	Movimiento	1	460.96	511.04
740.1	Movimiento	0	464	176.416
740.1	Movimiento	1	460.72	512.32
740.2	Movimiento	0	465.04	176.672
740.2	Movimiento	1	460.48	513.6
740.3	Movimiento	0	466.08	176.928
740.3	Movimiento	1	460.24	514.88
740.4	Movimiento	0	467.12	177.184
740.4	Movimiento	1	460	516.16
740.5	Movimiento	0	468.16	177.44
740.5	Movimiento	1	459.76	517.44
740.6	Movimiento	0	469.2	177.696
740.6	Movimiento	1	459.52	518.72
740.7	Movimiento	0	470.24	177.952
740.7	Movimiento	1	459.28	520
740.8	Movimiento	0	471.28	178.208
740.8	Movimiento	1	459.04	521.28
740.9	Movimiento	0	472.32	178.464
740.9	Movimiento	1	458.8	522.56
741	Movimiento	0	473.36	178.72
741	Movimiento	1	458.56	523.84
741.1	Movimiento	0	474.4	178.976
741.1	Movimiento	1	458.32	525.12
741.2	Movimiento	0	475.44	179.232
741.2	Movimiento	1	458.08	526.4
741.3	Movimiento	0	476.48	179.488
741.3	Movimiento	1	457.84	527.68
741.4	Movimiento	0	477.52	179.744
741.4	Movimiento	1	457.6	528.96
741.5	Movimiento	0	478.56	180
741.5	Movimiento	1	457.36	530.24
741.6	Movimiento	0	479.6	180.256
741.6	Movimiento	1	457.12	531.52
741.7	Movimiento	0	480.64	180.512
741.7	Movimiento	1	456.88	532.8
741.8	Movimiento	0	481.68	180.768
741.8	Movimiento	1	456.64	534.08
741.9	Movimiento	0	482.72	181.024
741.9	Movimiento	1	456.4	535.36
742	Movimiento	0	483.76	181.28
742	Movimiento	1	456.16	536.64
742.1	Movimiento	0	484.8	181.536
742.1	Movimiento	1	455.92	537.92
742.2	Movimiento	0	485.84	181.792
742.2	Movimiento	1	455.68	539.2
742.3	Movimiento	0	486.88	182.048
742.3	Movimiento	1	455.44	540.48
742.4	Movimiento	0	487.92	182.304
742.4	Movimiento	1	455.2	541.76
742.5	Movimiento	0	488.96	182.56
742.5	Movimiento	1	454.96	543.04
742.6	Movimiento	0	490	182.816
742.6	Movimiento	1	454.72	544.32
742.7	Movimiento	0	491.04	183.072
742.7	Movimiento	1	454.48	545.6
742.8	Movimiento	0	492.08	183.328
742.8	Movimiento	1	454.24	546.88
742.9	Movimiento	0	493.12	183.584
742.9	Movimiento	1	454	548.16
743	Movimiento	0	494.16	183.84
743	Movimiento	1	453.76	549.44
743.1	Movimiento	0	495.2	184.096
743.1	Movimiento	1	453.52	550.72
743.2	Movimiento	0	496.24	184.352
743.2	Movimiento	1	453.28	552
743.3	Movimiento	0	497.28	184.608
743.3	Movimiento	1	453.04	553.28
743.4	Movimiento	0	498.32	184.864
743.4	Movimiento	1	452.8	554.56
743.5	Movimiento	0	499.36	185.12
743.5	Movimiento	1	452.56	555.84
743.6	Movimiento	0	500.4	185.376
743.6	Movimiento	1	452.32	557.12
743.7	Movimiento	0	501.44	185.632
743.7	Movimiento	1	452.08	558.4
743.8	Movimiento	0	502.48	185.888
743.8	Movimiento	1	451.84	559.68
743.9	Movimiento	0	503.52	186.144
743.9	Movimiento	1	451.6	560.96
744	Movimiento	0	504.56	186.4
744	Movimiento	1	451.36	562.24
744.1	Movimiento	0	505.6	186.656
744.1	Movimiento	1	451.12	563.52
744.2	Movimiento	0	506.64	186.912
744.2	Movimiento	1	450.88	564.8
744.3	Movimiento	0	507.68	187.168
744.3	Movimiento	1	450.64	566.08
744.4	Movimiento	0	508.72	187.424
744.4	Movimiento	1	450.4	567.36
744.5	Movimiento	0	509.76	187.68
744.5	Movimiento	1	450.16	568.64
744.6	Movimiento	0	510.8	187.936
744.6	Movimiento	1	449.92	569.92
744.7	Movimiento	0	511.84	188.192
744.7	Movimiento	1	449.68	571.2
744.8	Movimiento	0	512.88	188.448
744.8	Movimiento	1	449.44	572.48
744.9	Movimiento	0	513.92	188.704
744.9	Movimiento	1	449.2	573.76
745	Movimiento	0	514.96	188.96
745	Movimiento	1	448.96	575.04
745.1	Movimiento	0	516	189.216
745.1	Movimiento	1	448.72	576.32
745.2	Movimiento	0	517.04	189.472
745.2	Movimiento	1	448.48	577.6
745.3	Movimiento	0	518.08	189.728
745.3	Movimiento	1	448.24	578.88
745.4	Movimiento	0	519.12	189.984
745.4	Movimiento	1	448	580.16
745.5	Movimiento	0	520.16	190.24
745.5	Movimiento	1	447.76	581.44
745.6	Movimiento	0	521.2	190.496
745.6	Movimiento	1	447.52	582.72
745.7	Movimiento	0	522.24	190.752
745.7	Movimiento	1	447.28	584
745.8	Movimiento	0	523.28	191.008
